,CustomerKey,GeographyKey,Fullname,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned
4971,13840,586,Tamara Goldberg,17/06/1956,S,F,120000,3,4,High School,Professional,0,4
4972,13841,608,Marco Sai,11/12/1956,M,M,120000,3,4,Partial High School,Professional,0,4
4973,13842,615,Andres Jai,05/11/1955,M,M,90000,2,1,High School,Professional,1,2
4974,13843,524,Monique Alonso,22/05/1955,S,F,90000,3,2,High School,Professional,0,1
4975,13844,542,Bryant Subram,25/04/1955,M,M,130000,3,4,Partial College,Professional,0,3
4976,13845,624,Maria Ward,01/09/1944,S,F,70000,5,1,High School,Professional,1,2
4977,13846,657,Tyrone Jimenez,16/11/1944,M,M,70000,5,1,High School,Professional,1,2
4978,13847,590,Naomi Navarro,17/08/1944,S,F,80000,5,0,Bachellors,Management,0,2
4979,13848,497,Tonya Nath,18/07/1944,M,F,130000,3,4,Bachellors,Management,1,3
4980,13849,586,Jeffery Zhou,26/05/1945,M,M,70000,5,1,High School,Professional,1,3
4981,13850,700,Brianna Ward,09/08/1946,M,F,100000,2,3,Bachellors,Management,0,4
4982,13851,555,Emmanuel Perez,02/07/1946,M,M,120000,4,5,Bachellors,Management,1,1
4983,13852,426,Leslie Ortega,08/06/1946,M,F,130000,4,4,Partial College,Professional,1,4
4984,13853,704,Carla Martinez,03/01/1946,M,F,170000,4,4,Bachellors,Management,1,3
4985,13854,576,Miguel Long,04/04/1954,S,M,80000,4,2,Partial College,Professional,1,1
4986,13855,639,Emma Jenkins,15/03/1954,S,F,110000,3,4,Partial College,Professional,1,4
4987,13856,641,Kaylee Wright,25/04/1954,S,F,130000,3,4,Partial College,Professional,0,4
4988,13857,555,Candice Huang,11/02/1954,M,F,130000,3,4,Partial College,Professional,0,4
4989,13858,608,Anna Henderson,20/04/1954,M,F,130000,3,4,High School,Professional,1,4
4990,13859,501,Calvin Xie,05/05/1954,M,M,130000,3,4,High School,Professional,1,4
4991,13860,506,Cesar Arun,26/09/1954,S,M,130000,3,5,High School,Professional,0,0
4992,13861,576,Douglas Garcia,12/10/1954,S,M,170000,0,5,Partial High School,Professional,0,2
4993,13862,435,Evelyn Vance,07/04/1953,M,F,90000,4,2,Partial College,Professional,1,2
4994,13863,504,Tamara Zhou,13/06/1953,M,F,100000,3,4,Bachellors,Management,0,3
4995,13864,544,Wesley Sun,11/02/1953,S,M,100000,3,4,Bachellors,Management,0,4
4996,13865,586,Jeffery Sun,08/02/1952,M,M,90000,4,1,Partial College,Professional,1,2
4997,13866,666,Ashley Griffin,26/11/1952,S,F,160000,4,5,Bachellors,Management,0,2
4998,13867,529,Alejandro Nath,11/02/1951,M,M,80000,4,1,High School,Professional,1,3
4999,13868,765,Beth Suarez,17/05/1951,S,F,90000,4,1,High School,Professional,1,3
5000,13869,506,Darryl Hu,22/09/1951,M,M,130000,4,5,High School,Professional,1,3
5001,13870,506,Misty Shock,12/04/1951,M,M,130000,4,5,High School,Professional,0,3
5002,13871,525,Taylor Morgan,14/03/1951,M,F,150000,4,5,Bachellors,Management,1,3
5003,13872,454,Kelsey Luo,24/05/1950,S,F,90000,4,1,High School,Management,0,3
5004,13873,529,Alisha Raje,03/10/1950,S,F,90000,4,1,High School,Management,1,3
5005,13874,533,Alisha Li,02/04/1950,S,F,110000,4,5,Partial College,Management,0,2
5006,13875,557,Wendy Moreno,16/03/1949,M,F,90000,4,1,High School,Management,0,3
5007,13876,586,Darryl Zhang,21/05/1949,S,M,90000,4,1,High School,Management,1,3
5008,13877,556,Jarrod Subram,22/07/1949,S,M,130000,4,5,High School,Management,0,4
5009,13878,528,Mandy Zhao,05/06/1948,M,F,80000,5,1,High School,Management,1,4
5010,13879,544,Sandra Wang,13/04/1948,M,F,90000,4,1,High School,Management,1,3
5011,13880,515,Desiree Munoz,11/04/1948,M,F,90000,4,1,Partial High School,Skilled Manual,1,4
5012,13881,439,Summer Chandra,08/03/1948,M,F,110000,4,5,High School,Management,1,3
5013,13882,651,Tasha Ashe,24/02/1948,M,F,150000,4,5,High School,Management,1,4
5014,13883,540,Meredith Srini,28/10/1947,M,F,90000,5,0,Partial High School,Skilled Manual,0,2
5015,13884,483,Stacey Lin,26/03/1947,S,F,100000,4,5,Partial High School,Professional,0,1
5016,13885,669,Michele Fernandez,19/08/1975,M,F,60000,0,0,Bachellors,Professional,1,3
5017,13886,510,Corey Xie,02/11/1975,S,M,60000,0,0,Bachellors,Professional,1,3
5018,13887,706,Joy Romero,06/01/1975,S,F,60000,0,0,Bachellors,Professional,1,4
5019,13888,531,Micah Sun,05/05/1975,S,M,70000,0,0,Bachellors,Professional,0,2
5020,13889,656,Roy Srini,11/01/1975,S,M,70000,0,0,Bachellors,Professional,0,2
5021,13890,634,Kelli She,20/12/1975,M,F,70000,0,0,Bachellors,Professional,1,2
5022,13891,510,Brenda Van,10/01/1976,S,F,70000,0,0,Bachellors,Professional,1,2
5023,13892,596,Bianca Chen,15/07/1976,S,F,70000,0,0,Bachellors,Professional,1,2
5024,13893,596,Arthur Alvarez,24/04/1975,S,M,70000,0,0,Bachellors,Professional,0,3
5025,13894,510,Alvin Chande,26/03/1974,S,M,60000,0,0,Bachellors,Professional,0,4
5026,13895,558,Jaime Jai,25/04/1974,S,M,70000,0,0,Bachellors,Professional,0,3
5027,13896,468,Dalton Henderson,10/11/1974,M,M,70000,0,0,Bachellors,Professional,0,4
5028,13897,561,Kendra Ramos,07/04/1975,S,F,80000,0,0,Bachellors,Professional,1,3
5029,13898,554,Glenn Hu,16/07/1974,M,M,80000,0,0,Bachellors,Professional,1,3
5030,13899,628,Mallory Gomez,13/06/1974,S,F,80000,0,0,Bachellors,Professional,1,3
5031,13900,519,Vincent Zhu,18/01/1973,S,M,80000,0,0,Bachellors,Professional,0,3
5032,13901,519,Ebony Perez,01/02/1974,S,F,90000,0,0,Bachellors,Professional,1,3
5033,13902,518,Clarence She,25/04/1974,S,M,110000,0,5,Partial College,Management,0,3
5034,13903,568,Jill Murphy,06/08/1973,S,F,90000,0,0,Bachellors,Professional,1,3
5035,13904,637,Tracy Black,09/04/1973,S,F,90000,0,0,Bachellors,Professional,0,3
5036,13905,493,Jaclyn Yuan,13/10/1973,M,F,90000,0,0,Bachellors,Professional,1,3
5037,13906,518,Kelsey Nara,22/10/1973,M,F,90000,0,0,Bachellors,Professional,1,3
5038,13907,549,Donna Raji,21/06/1972,S,F,80000,0,0,Bachellors,Professional,0,3
5039,13908,493,Megan Price,27/08/1973,M,F,100000,0,5,High School,Management,1,2
5040,13909,599,Marc Blanco,22/05/1972,S,M,90000,0,0,Bachellors,Professional,1,3
5041,13910,553,Grant Yuan,12/12/1972,M,M,100000,0,5,High School,Management,0,3
5042,13911,549,Terrance Madan,13/08/1972,M,M,100000,0,5,High School,Management,1,3
5043,13912,599,Martin Madan,18/02/1971,S,M,80000,0,0,Bachellors,Professional,0,4
5044,13913,632,Krystal Li,27/11/1972,S,F,110000,0,5,High School,Management,0,3
5045,13914,554,Kelsey Lal,14/08/1971,M,F,90000,0,0,Bachellors,Professional,0,4
5046,13915,692,Heather Zhou,18/12/1971,M,F,90000,0,0,Bachellors,Professional,0,4
5047,13916,492,Stanley Patel,23/03/1971,S,M,100000,0,5,High School,Management,1,3
5048,13917,637,Kara Pal,16/11/1970,S,F,90000,0,0,Bachellors,Professional,0,4
5049,13918,613,Arthur Gomez,21/07/1970,S,M,90000,0,0,Bachellors,Professional,0,4
5050,13919,697,Warren Cai,20/02/1970,S,M,90000,0,0,Bachellors,Professional,0,4
5051,13920,487,Carl Shan,25/08/1970,M,M,100000,0,5,Partial High School,Professional,1,4
5052,13921,656,Amy Cai,26/10/1970,M,F,110000,0,5,High School,Management,1,4
5053,13922,519,Curtis He,03/06/1970,S,M,120000,0,5,Partial High School,Professional,0,4
5054,13923,493,Naomi Jimenez,08/04/1970,M,F,120000,0,5,Partial High School,Professional,1,4
5055,13924,669,Ebony Sara,04/04/1970,M,F,120000,0,5,Partial High School,Professional,0,4
5056,13925,493,Richard Anderson,18/07/1971,M,M,110000,0,5,High School,Management,0,4
5057,13926,610,Erick Perez,27/11/1948,S,M,30000,4,0,High School,Professional,0,2
5058,13927,475,Eric Roberts,06/11/1948,S,M,30000,4,0,High School,Professional,0,2
5059,13928,507,Kaitlyn Harris,11/07/1948,S,F,30000,4,0,High School,Professional,0,2
5060,13929,658,Timothy Wright,09/04/1948,S,M,30000,4,0,High School,Professional,0,2
5061,13930,537,Lucas Bailey,10/09/1948,S,M,30000,4,0,High School,Professional,1,2
5062,13931,653,Abigail Lewis,11/12/1947,M,F,30000,4,0,High School,Professional,1,2
5063,13932,559,Brianna Miller,02/08/1937,S,F,40000,4,0,High School,Professional,1,2
5064,13933,520,Richard Jones,10/03/1937,M,M,40000,4,0,High School,Professional,1,2
5065,13934,443,Regina Sanchez,25/05/1937,S,F,50000,3,0,Graduate Degree,Management,0,2
5066,13935,619,Lindsay Tang,22/04/1937,S,F,50000,3,0,Graduate Degree,Management,0,2
5067,13936,470,James Hayes,09/05/1938,S,M,60000,3,0,Graduate Degree,Management,1,2
5068,13937,523,Caleb Scott,21/05/1938,M,M,60000,3,0,Graduate Degree,Management,1,2
5069,13938,597,Jordan Evans,21/09/1939,S,F,60000,3,0,Graduate Degree,Management,1,2
5070,13939,694,Julia Martinez,23/06/1939,M,F,60000,3,0,Graduate Degree,Management,1,2
5071,13940,682,Elizabeth Barnes,06/05/1939,S,F,60000,3,0,Graduate Degree,Management,1,2
5072,13941,470,Fernando Martin,26/06/1940,M,M,60000,3,0,Bachellors,Management,1,2
5073,13942,536,Wyatt Garcia,24/04/1940,M,M,60000,3,0,Bachellors,Management,1,2
5074,13943,584,Steven James,24/07/1940,M,M,60000,3,0,Bachellors,Management,0,2
5075,13944,597,Darrell Chander,09/07/1940,M,M,60000,3,0,Bachellors,Management,1,2
5076,13945,584,Whitney Garcia,11/09/1940,M,F,60000,3,0,Bachellors,Management,1,2
5077,13946,677,Logan Harris,10/12/1940,M,M,60000,3,0,Bachellors,Management,1,2
5078,13947,470,Sarah Hughes,11/12/1940,S,F,60000,3,0,Graduate Degree,Management,1,2
5079,13948,511,Aaron Phillips,05/02/1941,S,M,40000,4,0,High School,Professional,0,2
5080,13949,475,Nathan Carter,01/03/1941,M,M,50000,3,0,Bachellors,Management,1,2
5081,13950,642,Devin Howard,10/11/1941,S,M,50000,3,0,Bachellors,Management,1,2
5082,13951,560,Stephanie Alexander,28/09/1941,S,F,50000,4,0,Bachellors,Management,1,2
5083,13952,688,Jeremy Ward,25/09/1943,M,M,60000,4,0,Bachellors,Management,1,2
5084,13953,500,Amanda Long,11/09/1943,S,F,60000,4,0,Bachellors,Management,0,2
5085,13954,693,Aaron Green,07/10/1944,M,M,30000,5,0,Partial High School,Clerical,0,2
5086,13955,516,Jonathan Long,06/01/1947,M,M,40000,4,0,High School,Professional,1,2
5087,13956,610,Donald Perez,05/11/1945,S,M,30000,5,0,Partial High School,Skilled Manual,1,3
5088,13957,582,Ariana Ward,05/08/1945,M,F,30000,5,0,Partial High School,Skilled Manual,1,4
5089,13958,645,Anna Howard,21/04/1945,M,F,30000,5,0,Partial High School,Skilled Manual,1,4
5090,13959,469,Tamara Xu,04/06/1946,S,F,40000,5,0,High School,Professional,0,3
5091,13960,584,Kristy Blanco,17/10/1946,S,F,70000,5,0,Bachellors,Management,1,3
5092,13961,467,Brianna Gray,08/02/1946,S,F,70000,5,0,Bachellors,Management,0,3
5093,13962,566,Alexandra Bennett,02/07/1947,M,F,40000,2,1,High School,Professional,1,1
5094,13963,507,Jonathan Jai,26/10/1947,M,M,40000,2,1,High School,Professional,1,1
5095,13964,430,Erica Zhao,18/04/1947,M,F,40000,2,1,High School,Professional,1,2
5096,13965,479,Samantha Anderson,20/07/1947,M,F,40000,2,1,High School,Professional,0,2
5097,13966,551,Justin Hayes,28/10/1947,M,M,40000,2,1,High School,Professional,0,2
5098,13967,522,Jade Cooper,09/01/1947,S,F,70000,2,1,Bachellors,Management,0,1
5099,13968,647,Jasmine Reed,18/02/1948,S,F,40000,2,1,High School,Professional,1,2
5100,13969,536,Dalton Moore,18/02/1948,M,M,60000,2,1,Partial College,Professional,1,1
5101,13970,537,Vanessa Gonzales,26/09/1948,M,F,60000,2,1,Partial College,Professional,1,1
5102,13971,686,Blake Wright,18/04/1948,M,M,60000,2,1,Partial College,Professional,1,1
5103,13972,445,Brittney Lin,21/08/1948,M,F,60000,2,1,Partial College,Professional,1,2
5104,13973,631,Edward Garcia,26/09/1948,S,M,60000,2,1,Bachellors,Management,0,0
5105,13974,652,Arianna Rivera,13/02/1948,M,F,60000,2,1,Bachellors,Management,1,0
5106,13975,652,Eduardo Carter,01/06/1948,M,M,60000,2,1,Bachellors,Management,1,0
5107,13976,695,Julia James,08/08/1949,S,F,60000,2,1,Partial College,Professional,1,2
5108,13977,695,Stephanie Cooper,17/07/1949,M,F,60000,2,1,Partial College,Professional,1,2
5109,13978,701,Sophia Green,12/07/1949,M,F,60000,2,1,Partial College,Professional,1,2
5110,13979,442,Kaylee Stewart,15/09/1949,M,F,60000,2,1,Partial College,Professional,1,2
5111,13980,479,Jada Adams,06/06/1949,M,F,60000,2,1,Partial College,Professional,1,2
5112,13981,505,Savannah Phillips,01/07/1949,M,F,60000,2,1,Partial College,Professional,1,1
5113,13982,537,Jose Davis,06/05/1950,M,M,60000,2,1,Partial College,Professional,1,2
5114,13983,443,Devin King,17/10/1950,M,M,60000,2,1,Partial College,Professional,1,1
5115,13984,516,Morgan Griffin,21/08/1950,S,F,70000,4,2,Partial College,Professional,1,1
5116,13985,670,William Moore,02/03/1950,M,M,70000,4,2,Partial College,Professional,1,1
5117,13986,560,Jenna Phillips,04/06/1950,M,F,80000,3,1,Bachellors,Management,1,1
5118,13987,671,Isabelle Griffin,12/12/1951,M,F,60000,2,1,High School,Professional,1,2
5119,13988,443,Kristopher Chandra,18/04/1951,M,M,60000,2,1,Partial College,Professional,1,2
5120,13989,691,Kayla Diaz,10/04/1951,M,F,70000,4,2,Partial College,Professional,1,2
5121,13990,523,Arianna Peterson,06/08/1952,M,F,70000,2,1,High School,Professional,1,2
5122,13991,691,Timothy Collins,19/11/1952,M,M,70000,2,1,High School,Professional,1,2
5123,13992,495,Luke Bryant,07/05/1952,S,M,70000,2,1,Partial High School,Skilled Manual,1,2
5124,13993,610,Faith Bryant,12/03/1952,M,F,70000,2,1,Partial High School,Skilled Manual,1,2
5125,13994,469,Marvin Ortega,22/03/1952,M,M,70000,2,1,Partial High School,Skilled Manual,1,2
5126,13995,546,Lauren Sanders,23/06/1953,M,F,60000,3,1,High School,Professional,1,2
5127,13996,701,Melissa Peterson,19/11/1953,S,F,60000,3,1,High School,Professional,1,2
5128,13997,430,Dylan Miller,07/03/1953,M,M,60000,3,1,Partial High School,Skilled Manual,1,3
5129,13998,445,Melvin Kumar,01/10/1953,S,M,60000,3,1,Partial High School,Skilled Manual,1,3
5130,13999,445,Olivia Martinez,14/04/1968,S,F,130000,1,0,Graduate Degree,Management,1,3
5131,14000,610,Shaun Jai,25/04/1968,S,M,150000,1,0,Graduate Degree,Management,0,0
5132,14001,693,Allison Turner,18/10/1979,S,F,40000,0,0,High School,Skilled Manual,0,2
5133,14002,558,Clayton Xu,26/02/1944,M,M,20000,4,0,High School,Skilled Manual,1,2
5134,14003,490,Logan Edwards,12/10/1978,M,M,40000,0,0,High School,Skilled Manual,1,2
5135,14004,583,Tristan Russell,17/10/1978,S,M,30000,0,0,Partial College,Skilled Manual,0,1
5136,14005,442,Samuel Thomas,14/02/1978,S,M,30000,0,0,Partial College,Skilled Manual,0,1
5137,14006,500,Brianna Williams,16/08/1978,S,F,30000,0,0,Partial College,Skilled Manual,0,1
5138,14007,575,Bailey Murphy,19/02/1978,S,F,30000,0,0,Partial College,Skilled Manual,1,1
5139,14008,584,Alyssa Sanders,02/09/1978,S,F,30000,0,0,Partial College,Skilled Manual,0,1
5140,14009,472,Haley Perry,20/05/1978,S,F,60000,0,0,Partial College,Skilled Manual,0,2
5141,14010,599,Natasha Alonso,06/03/1945,M,F,10000,2,1,Partial High School,Clerical,0,2
5142,14011,487,Misty Kumar,02/05/1946,S,F,30000,2,0,Partial College,Clerical,0,2
5143,14012,534,Taylor White,07/08/1947,M,F,30000,2,0,Partial College,Clerical,0,2
5144,14013,468,Craig Martin,19/09/1948,M,M,10000,2,1,Partial High School,Clerical,1,2
5145,14014,492,Mitchell Stone,19/07/1948,S,M,10000,2,1,Partial High School,Clerical,1,2
5146,14015,505,Juan Reed,16/08/1978,S,M,60000,0,0,Partial College,Skilled Manual,0,2
5147,14016,527,Jacqueline Rogers,07/08/1978,M,F,70000,0,0,Partial College,Skilled Manual,0,2
5148,14017,671,Elijah Washington,28/04/1977,S,M,40000,0,0,Bachellors,Professional,0,2
5149,14018,648,Cristina Xu,24/05/1948,M,F,10000,2,1,Partial High School,Clerical,1,2
5150,14019,527,Lucas Robinson,04/02/1977,S,M,70000,0,0,Partial College,Skilled Manual,1,2
5151,14020,637,Misty Shen,19/10/1950,M,F,10000,2,1,Partial High School,Clerical,1,3
5152,14021,554,Walter Romero,07/01/1950,S,M,20000,2,1,Partial High School,Clerical,1,2
5153,14022,468,Edwin Sharma,04/02/1950,M,M,20000,2,1,Partial High School,Clerical,1,2
5154,14023,558,Patricia Perez,13/09/1951,M,F,20000,2,1,Partial High School,Clerical,1,2
5155,14024,443,Carolyn Sanz,10/03/1980,S,F,40000,0,0,Bachellors,Professional,1,2
5156,14025,610,Brad Pritchett,02/06/1980,S,M,40000,0,0,Bachellors,Professional,0,2
5157,14026,552,Spencer Bryant,19/12/1979,S,M,70000,0,0,Partial College,Skilled Manual,0,2
5158,14027,637,Mitchell Andersen,06/05/1952,M,M,20000,2,1,Partial High School,Clerical,1,3
5159,14028,512,Meredith Mehta,15/01/1953,M,F,40000,2,0,Partial College,Skilled Manual,0,2
5160,14029,518,Brenda Gonzalez,26/03/1953,M,F,40000,2,0,Partial College,Skilled Manual,1,2
5161,14030,534,Alberto Hernandez,14/04/1953,S,M,40000,2,0,Partial College,Skilled Manual,1,2
5162,14031,613,Jessie Romero,26/06/1953,S,F,40000,2,0,Partial College,Skilled Manual,1,2
5163,14032,553,Kristina Malhotra,27/11/1954,S,F,40000,3,0,Partial High School,Clerical,0,2
5164,14033,558,Meredith Rana,17/01/1954,S,F,40000,3,0,Partial High School,Clerical,0,2
5165,14034,655,Omar Zhu,12/11/1954,S,M,40000,3,0,Partial High School,Clerical,0,2
5166,14035,613,Anne Martin,25/10/1955,S,F,80000,2,0,Partial College,Skilled Manual,1,2
5167,14036,518,Mandy Lin,02/05/1955,S,F,80000,2,0,Partial College,Skilled Manual,0,2
5168,14037,634,Jenny Ye,16/04/1955,S,F,80000,2,0,Partial College,Skilled Manual,0,2
5169,14038,531,Terrence Rai,09/10/1955,M,M,80000,2,0,Partial College,Skilled Manual,0,2
5170,14039,597,Isabella Hall,19/01/1975,S,F,40000,0,0,Partial College,Skilled Manual,0,2
5171,14040,644,Alexis Clark,12/02/1975,S,F,40000,0,0,High School,Skilled Manual,1,2
5172,14041,686,Julian Perry,21/02/1975,S,M,40000,0,0,High School,Skilled Manual,0,2
5173,14042,575,Hunter Phillips,25/07/1975,S,M,40000,0,0,High School,Skilled Manual,1,2
5174,14043,582,Arif Rizaldy,28/08/1975,S,F,40000,0,0,High School,Skilled Manual,0,2
5175,14044,445,Damien Rai,20/02/1975,S,M,40000,0,0,High School,Skilled Manual,1,2
5176,14045,707,Emma Bailey,10/08/1975,S,F,60000,0,0,Partial College,Skilled Manual,0,2
5177,14046,583,Paige Russell,03/03/1974,M,F,50000,0,0,High School,Skilled Manual,1,2
5178,14047,668,Caleb Long,10/09/1973,M,M,60000,0,0,Partial College,Skilled Manual,1,2
5179,14048,527,Trevor Long,10/11/1973,M,M,60000,0,0,Partial College,Professional,1,2
5180,14049,467,Yolanda Sharma,10/02/1973,S,F,70000,0,0,Partial College,Professional,0,2
5181,14050,619,Candice Ye,20/06/1973,M,F,70000,0,0,Partial College,Professional,1,2
5182,14051,619,Darryl Chen,06/05/1973,S,M,70000,0,0,Partial College,Professional,1,2
5183,14052,706,Suzanne Cai,27/03/1956,S,F,80000,2,0,High School,Skilled Manual,1,2
5184,14053,558,Sandra Lin,24/01/1956,S,F,80000,2,0,High School,Skilled Manual,0,2
5185,14054,554,Colin Andersen,23/08/1957,M,M,70000,2,0,High School,Skilled Manual,1,2
5186,14055,637,Sheila Alonso,02/03/1958,S,F,100000,1,0,Bachellors,Management,0,4
5187,14056,471,Erik Navarro,06/02/1958,M,M,100000,1,1,Bachellors,Management,0,1
5188,14057,493,Wayne Black,19/02/1958,M,M,100000,1,1,Bachellors,Management,1,1
5189,14058,561,Jerome Gomez,13/11/1959,S,M,100000,1,1,Bachellors,Management,0,3
5190,14059,478,Corey Raji,06/01/1959,M,M,100000,1,1,Bachellors,Management,1,3
5191,14060,523,Sean Ward,25/04/1973,S,M,70000,0,0,Partial College,Professional,1,2
5192,14061,619,Noah Martinez,17/01/1973,S,M,80000,0,0,Bachellors,Management,0,1
5193,14062,562,Julia Hughes,23/07/1974,S,F,50000,0,0,High School,Professional,0,2
5194,14063,571,Kaitlyn Young,20/12/1974,S,F,50000,0,0,High School,Professional,1,2
5195,14064,583,Dylan Williams,19/04/1974,M,M,50000,0,0,Partial High School,Skilled Manual,0,2
5196,14065,560,James Harris,18/02/1966,S,M,150000,0,0,Bachellors,Management,0,2
5197,14066,693,Thomas Henderson,22/11/1957,M,M,70000,2,0,Partial High School,Skilled Manual,1,2
5198,14067,682,Charles Robinson,20/05/1957,S,M,70000,2,0,Partial High School,Skilled Manual,0,2
5199,14068,495,Melanie Butler,12/11/1964,S,F,40000,0,0,Bachellors,Professional,0,1
5200,14069,610,Robert Shan,21/06/1964,S,M,60000,4,4,Bachellors,Skilled Manual,0,2
5201,14070,597,Lori Ortega,02/11/1964,M,F,60000,4,4,Bachellors,Skilled Manual,1,3
5202,14071,467,Melody Alvarez,26/03/1964,M,F,60000,4,4,Bachellors,Skilled Manual,1,3
5203,14072,658,Natalie Brooks,18/02/1964,M,F,60000,5,5,Bachellors,Skilled Manual,1,3
5204,14073,686,Alyssa Murphy,27/09/1964,S,F,60000,4,2,Bachellors,Skilled Manual,0,2
5205,14074,620,Shelby Stewart,24/02/1964,M,F,60000,4,2,Bachellors,Skilled Manual,1,2
5206,14075,500,Samantha Jackson,23/11/1963,M,F,70000,4,2,Bachellors,Professional,1,2
5207,14076,546,Samantha Thompson,27/05/1963,M,F,70000,4,2,Bachellors,Professional,1,2
5208,14077,505,Nicole Jenkins,15/08/1963,M,F,60000,3,2,Graduate Degree,Professional,0,0
5209,14078,559,Wyatt Clark,09/08/1963,M,M,60000,3,2,Graduate Degree,Professional,0,0
5210,14079,653,James Jenkins,28/03/1962,M,M,40000,3,2,High School,Skilled Manual,1,2
5211,14080,535,Riley Perry,20/06/1962,S,F,70000,1,0,Bachellors,Professional,1,1
5212,14081,445,Marissa Long,15/01/1962,S,F,70000,1,0,Bachellors,Professional,1,1
5213,14082,631,Melanie Morris,08/09/1961,S,F,30000,0,0,Bachellors,Professional,0,2
5214,14083,584,William Martinez,02/02/1961,M,M,40000,4,3,High School,Skilled Manual,1,2
5215,14084,584,Omar Gao,17/06/1961,M,M,40000,4,3,High School,Skilled Manual,1,3
